,0
0,0.6346383845525786
1,0.48868840465875846
2,0.775065018383075
3,0.7435813949132288
4,0.7628069135778325
5,0.8409521732405085
6,0.8351894130802507
7,0.8781781589889691
8,0.8634461719683632
9,0.8983604524673499
10,0.9019106567264181
11,0.8852393996983438
12,0.9130428157465746
13,0.8887381096568691
14,0.9007483658632587
15,0.8631556874513924
16,0.8736390037482196
17,0.8827449065792666
18,0.8823023112515975
19,0.8641911587016458
20,0.881062009984467
21,0.8820209974184006
22,0.8904869401162194
23,0.8588999196136521
24,0.8617367665951133
25,0.8703956109748427
26,0.8963648359345623
27,0.8956116327882401
28,0.854130924893835
29,0.8906716941032233
30,0.8327745480633653
31,0.8218496928890876
32,0.8546747840946373
33,0.8368183069409373
34,0.8753350154989312
35,0.90521069864337
36,0.9097344153009436
37,0.8881612903003708
38,0.9409971613530796
39,0.9116315252494566
40,0.8776586025179988
41,0.9220201637241257
42,0.9175180513072225
43,0.8901554974029262
44,0.9237725698731918
45,0.8677731901678354
46,0.8305544294689495
47,0.8917124438596093
48,0.9140063000156169
49,0.8693020175414253
50,0.8591055873164147
51,0.8393177035449313
52,0.7856829296015211
53,0.8294052187981095
54,0.8119842509104713
55,0.7957131508447675
56,0.8197791593723442
57,0.7861128993420164
58,0.7814874566478638
59,0.7460650979792866
60,0.7730828572870077
61,0.8107178865960868
62,0.8133744338862907
63,0.7965477757586442
64,0.8527990917011515
65,0.7925279896486398
66,0.8949837172631604
67,0.8871171351440343
68,0.8809047570330383
69,0.8679171403035834
70,0.8854071238822907
71,0.869930051929196
72,0.8980010916253006
73,0.8951315249169496
74,0.8709311329911802
75,0.8344753060846785
76,0.8598364322085957
77,0.850189360266603
78,0.8463023219090025
79,0.8990277905308526
80,0.8727001213829222
81,0.859583737506934
82,0.9074585296915372
83,0.8782304854735886
84,0.9329038595366452
85,0.898221137240806
86,0.8871652302993941
87,0.8762241339425937
88,0.9022371028838138
89,0.8575915637317909
90,0.8675340389470682
91,0.9016378452116994
92,0.9148010501971434
93,0.8894850341866029
94,0.8821003283856016
95,0.8928378426702842
96,0.8971243158748048
97,0.9219818070605965
98,0.884606252475489
99,0.8853838449113836
100,0.859638922034063
101,0.9077847175587276
102,0.887743417159816
103,0.9214021267449702
104,0.8669339221255837
105,0.8983191163880212
106,0.8902807915452144
107,0.9174311522787397
108,0.9284629652358202
